claim_id,complexity,handling_days,num_touches,is_fraud,fraud_type,settled_amount,was_reopened
CLM-01120,medium,20,5,False,,1179.68,False
CLM-01121,simple,5,4,False,,0.0,False
CLM-01122,simple,10,1,False,,1378.61,False
CLM-01123,complex,58,7,False,,816.99,False
CLM-01124,medium,14,3,False,,0.0,False
CLM-01125,medium,15,6,False,,18656.89,False
CLM-01126,simple,8,1,False,,306.88,False
CLM-01127,complex,33,11,True,repeated,0.0,False
CLM-01128,simple,6,1,False,,229.24,False
CLM-01129,medium,11,3,False,,,False
CLM-01130,medium,13,5,False,,4184.28,False
CLM-01131,simple,3,1,False,,1193.52,False
CLM-01132,medium,12,5,False,,188.11,False
CLM-01133,complex,48,10,True,staged,4442.33,False
CLM-01134,medium,3,4,False,,930.02,False
CLM-01135,simple,4,2,False,,1550.72,False
CLM-01136,medium,4,11,False,,2382.84,False
CLM-01137,simple,5,2,False,,1509.71,False
CLM-01138,simple,5,3,False,,6304.76,False
CLM-01139,complex,19,13,False,,,False
CLM-01140,medium,12,2,False,,343.51,False
CLM-01141,complex,42,9,False,,652.2,False
CLM-01142,complex,41,7,True,staged,887.55,False
CLM-01143,simple,5,1,False,,,False
CLM-01144,complex,30,9,False,,1336.68,False
CLM-01145,simple,4,2,False,,4249.98,False
CLM-01146,medium,17,5,False,,1520.38,False
CLM-01147,complex,49,8,True,repeated,1862.35,False
CLM-01148,medium,20,8,False,,0.0,False
CLM-01149,medium,9,6,False,,,False
CLM-01150,complex,53,10,True,staged,1215.96,False
CLM-01151,medium,16,4,False,,29564.14,False
CLM-01152,medium,16,5,False,,,False
CLM-01153,medium,11,6,False,,,False
CLM-01154,complex,28,8,False,,8946.08,False
CLM-01155,complex,20,11,False,,0.0,False
CLM-01156,simple,6,4,False,,2433.55,False
CLM-01157,medium,14,6,True,repeated,,False
CLM-01158,simple,4,1,False,,1887.27,False
CLM-01159,simple,5,3,False,,410.94,True
CLM-01160,medium,13,5,False,,,False
CLM-01161,simple,6,2,False,,8882.84,True
CLM-01162,medium,7,7,True,inflated,11733.32,False
CLM-01163,complex,18,8,True,repeated,0.0,False
CLM-01164,simple,6,1,True,repeated,213.85,False
CLM-01165,medium,6,5,False,,3231.35,False
CLM-01166,medium,14,5,False,,3362.49,False
CLM-01167,simple,4,2,False,,648.54,False
CLM-01168,simple,7,1,False,,0.0,False
CLM-01169,medium,12,2,False,,,False
CLM-01170,complex,30,10,True,repeated,424.97,False
CLM-01171,medium,15,4,False,,,False
CLM-01172,complex,25,13,False,,,False
CLM-01173,medium,13,5,False,,,False
CLM-01174,complex,17,11,False,,3319.61,False
CLM-01175,medium,9,2,True,phantom,2012.55,True
CLM-01176,simple,9,3,False,,1663.92,False
CLM-01177,medium,16,3,False,,417.13,False
CLM-01178,medium,9,5,True,phantom,615.06,False
CLM-01179,complex,21,6,False,,,False
CLM-01180,complex,43,4,False,,279.16,False
CLM-01181,complex,61,4,False,,1319.9,False
CLM-01182,medium,7,4,False,,31743.28,False
CLM-01183,simple,6,3,False,,,False
CLM-01184,simple,6,1,False,,0.0,False
CLM-01185,medium,37,9,False,,4134.87,False
CLM-01186,simple,3,3,False,,,False
CLM-01187,simple,4,3,False,,3499.81,False
CLM-01188,medium,14,5,False,,,False
CLM-01189,simple,1,1,False,,0.0,False
CLM-01190,complex,17,15,False,,1680.08,False
CLM-01191,medium,15,5,False,,,False
CLM-01192,medium,16,2,False,,,False
CLM-01193,complex,51,12,False,,0.0,False
CLM-01194,complex,58,13,True,repeated,,False
CLM-01195,medium,11,5,False,,,False
CLM-01196,medium,7,9,False,,2025.39,False
CLM-01197,simple,4,3,False,,,False
CLM-01198,medium,15,5,False,,4405.88,False
CLM-01199,complex,38,12,True,repeated,525.14,True
CLM-01200,medium,18,7,False,,2874.49,False
CLM-01201,complex,36,6,False,,,False
CLM-01202,simple,4,1,False,,165.57,False
CLM-01203,complex,57,9,True,staged,,False
CLM-01204,simple,7,1,False,,403.14,False
CLM-01205,simple,3,3,False,,,False
CLM-01206,simple,3,1,False,,446.16,False
CLM-01207,simple,4,1,False,,,False
CLM-01208,medium,16,3,True,repeated,746.09,False
CLM-01209,simple,5,2,False,,,False
CLM-01210,complex,54,13,False,,,False
CLM-01211,medium,22,3,False,,,False
CLM-01212,simple,3,1,False,,406.34,False
CLM-01213,simple,5,1,False,,,False
CLM-01214,complex,44,6,False,,7440.04,False
CLM-01215,medium,11,6,False,,3460.95,False
CLM-01216,simple,5,1,False,,0.0,False
CLM-01217,simple,3,3,False,,2235.39,False
CLM-01218,simple,4,1,False,,0.0,False
CLM-01219,simple,2,4,False,,,False
CLM-01220,simple,1,2,False,,,False
CLM-01221,complex,50,13,False,,1283.76,False
CLM-01222,simple,6,1,False,,398.6,False
CLM-01223,complex,47,12,True,repeated,,False
CLM-01224,complex,42,9,True,repeated,,False
CLM-01225,simple,6,1,False,,,False
CLM-01226,medium,11,2,False,,3709.9,False
CLM-01227,simple,6,3,False,,315.9,True
CLM-01228,complex,23,14,True,repeated,,False
CLM-01229,medium,10,7,True,repeated,813.69,False
CLM-01230,simple,5,1,False,,793.25,False
CLM-01231,medium,16,4,False,,1543.17,False
CLM-01232,medium,11,2,False,,0.0,False
CLM-01233,complex,40,9,False,,1227.12,False
CLM-01234,complex,46,11,False,,7224.93,False
CLM-01235,medium,26,4,False,,618.14,False
CLM-01236,complex,37,7,False,,1225.67,False
CLM-01237,medium,20,3,False,,0.0,False
CLM-01238,medium,19,2,False,,,False
CLM-01239,medium,16,2,False,,,False
CLM-01240,simple,8,1,False,,1000.44,False
CLM-01241,medium,17,3,True,phantom,16003.99,False
CLM-01242,complex,37,4,False,,605.19,False
CLM-01243,medium,12,5,False,,3277.39,False
CLM-01244,medium,12,8,False,,1064.45,False
CLM-01245,medium,11,5,False,,,False
CLM-01246,simple,6,1,True,inflated,0.0,False
CLM-01247,complex,60,11,False,,,False
CLM-01248,medium,12,3,False,,3212.74,False
CLM-01249,simple,5,1,False,,2717.05,False
CLM-01250,complex,33,14,True,staged,610.0,True
CLM-01251,simple,2,2,False,,,False
CLM-01252,complex,7,11,False,,,False
CLM-01253,medium,9,7,False,,752.5,False
CLM-01254,simple,2,1,False,,507.75,False
CLM-01255,medium,15,7,False,,0.0,False
CLM-01256,simple,3,1,False,,96.45,False
CLM-01257,simple,1,1,False,,,False
CLM-01258,medium,6,8,False,,286.54,True
CLM-01259,medium,22,2,False,,8332.32,False
CLM-01260,simple,1,1,False,,,False
CLM-01261,medium,14,3,False,,,False
CLM-01262,simple,6,4,False,,6208.25,False
CLM-01263,simple,4,2,False,,,False
CLM-01264,medium,13,5,False,,346.67,False
CLM-01265,simple,6,1,False,,,False
CLM-01266,medium,18,3,False,,,False
CLM-01267,medium,11,9,False,,,False
CLM-01268,medium,22,2,False,,4454.37,False
CLM-01269,medium,24,8,False,,,False
CLM-01270,simple,1,1,True,inflated,,False
CLM-01271,complex,37,7,False,,2159.57,False
CLM-01272,medium,7,2,False,,,False
CLM-01273,medium,17,2,False,,1870.34,False
CLM-01274,medium,11,5,False,,,False
CLM-01275,simple,6,2,False,,3864.47,False
CLM-01276,complex,60,13,False,,0.0,False
CLM-01277,simple,5,2,False,,230.4,False
CLM-01278,medium,18,5,False,,11165.25,False
CLM-01279,simple,5,1,True,repeated,,False
CLM-01280,medium,12,8,False,,0.0,False
CLM-01281,simple,6,1,False,,,False
CLM-01282,complex,28,6,False,,2557.5,False
CLM-01283,medium,26,6,False,,,False
CLM-01284,simple,6,1,False,,,False
CLM-01285,simple,5,2,False,,,False
CLM-01286,complex,31,6,True,repeated,3116.73,False
CLM-01287,simple,1,3,False,,138.78,False
CLM-01288,simple,4,1,False,,353.02,False
CLM-01289,medium,14,8,False,,,False
CLM-01290,complex,38,10,False,,3280.5,False
CLM-01291,simple,6,2,False,,1815.17,False
CLM-01292,medium,22,3,False,,321.23,True
CLM-01293,simple,2,1,False,,1213.64,False
CLM-01294,medium,13,4,False,,,False
CLM-01295,medium,11,7,False,,,False
CLM-01296,medium,7,6,False,,5697.43,False
CLM-01297,simple,6,2,False,,,False
CLM-01298,simple,3,1,False,,,False
CLM-01299,complex,35,5,False,,1847.65,True
CLM-01300,complex,34,12,True,repeated,0.0,False
CLM-01301,simple,1,1,False,,367.56,False
CLM-01302,complex,34,14,False,,3047.88,False
CLM-01303,simple,3,3,False,,,False
CLM-01304,simple,1,1,False,,,False
CLM-01305,medium,14,2,False,,0.0,False
CLM-01306,medium,14,5,False,,,False
CLM-01307,medium,14,6,False,,,False
CLM-01308,medium,10,5,False,,1095.06,False
CLM-01309,simple,4,2,True,repeated,97.75,False
CLM-01310,simple,5,1,False,,0.0,False
CLM-01311,simple,4,1,False,,372.83,False
CLM-01312,complex,45,9,True,repeated,,False
CLM-01313,simple,1,2,True,repeated,411.55,False
CLM-01314,medium,16,7,False,,948.59,False
CLM-01315,complex,16,10,True,repeated,,False
CLM-01316,simple,10,1,False,,322.17,True
CLM-01317,simple,6,2,False,,257.58,False
CLM-01318,medium,17,7,False,,,False
CLM-01319,complex,16,6,False,,,False
CLM-01320,medium,25,4,False,,3961.49,False
CLM-01321,complex,43,10,False,,967.24,False
CLM-01322,complex,47,11,False,,3312.97,False
CLM-01323,medium,14,8,False,,,False
CLM-01324,medium,19,3,False,,8375.09,False
CLM-01325,medium,17,5,False,,15420.18,False
CLM-01326,medium,16,8,False,,,False
CLM-01327,complex,50,9,True,inflated,3717.02,False
CLM-01328,simple,4,2,False,,2323.07,False
CLM-01329,simple,5,2,False,,1860.48,False
CLM-01330,simple,7,2,False,,1298.08,False
CLM-01331,medium,15,3,False,,2039.59,False
CLM-01332,complex,56,11,True,phantom,4763.52,False
CLM-01333,complex,46,4,False,,0.0,False
CLM-01334,simple,5,1,False,,219.77,False
CLM-01335,simple,6,3,False,,779.71,False
CLM-01336,simple,6,1,False,,1955.94,False
CLM-01337,simple,3,3,True,repeated,,False
CLM-01338,medium,20,5,False,,2415.63,False
CLM-01339,medium,12,7,False,,10245.08,False
CLM-01340,simple,5,1,False,,57.74,False
CLM-01341,simple,4,1,False,,2510.08,False
CLM-01342,simple,3,2,False,,429.32,False
CLM-01343,simple,5,1,True,repeated,,False
CLM-01344,complex,43,7,False,,902.25,False
CLM-01345,complex,38,13,False,,3637.05,True
CLM-01346,simple,4,1,False,,265.75,False
CLM-01347,simple,8,2,False,,218.33,False
CLM-01348,simple,6,1,False,,,False
CLM-01349,simple,3,1,False,,895.18,False
CLM-01350,complex,47,15,False,,,False
CLM-01351,medium,23,2,False,,4206.53,False
CLM-01352,complex,50,11,True,repeated,0.0,False
CLM-01353,simple,6,3,False,,3946.15,False
CLM-01354,simple,5,2,False,,,False
CLM-01355,medium,13,5,False,,1528.65,False
CLM-01356,simple,7,1,False,,,False
CLM-01357,complex,16,9,True,repeated,1695.26,False
CLM-01358,complex,26,8,True,inflated,3442.98,False
CLM-01359,complex,64,11,False,,,False
CLM-01360,simple,4,1,False,,44.48,True
CLM-01361,simple,6,2,False,,861.43,False
CLM-01362,simple,3,2,True,phantom,103.51,False
CLM-01363,simple,3,1,False,,1980.06,False
CLM-01364,medium,11,2,False,,1786.98,False
CLM-01365,simple,4,2,False,,181.43,False
CLM-01366,simple,6,1,False,,0.0,False
CLM-01367,simple,7,2,True,phantom,0.0,False
CLM-01368,complex,36,6,True,repeated,,False
CLM-01369,medium,9,8,False,,2369.13,False
CLM-01370,simple,5,1,False,,1746.56,False
CLM-01371,medium,16,6,True,phantom,3718.32,False
CLM-01372,complex,30,12,False,,,False
CLM-01373,simple,3,1,True,repeated,775.93,False
CLM-01374,simple,3,2,False,,500.72,False
CLM-01375,simple,6,1,False,,,False
CLM-01376,simple,4,3,False,,,False
CLM-01377,simple,5,1,False,,,False
CLM-01378,simple,4,1,False,,414.19,False
CLM-01379,medium,11,4,True,inflated,28044.1,False
CLM-01380,complex,50,9,False,,370.3,False
CLM-01381,simple,3,2,False,,1807.18,False
CLM-01382,simple,7,1,False,,2808.41,False
CLM-01383,medium,7,5,False,,208.79,True
CLM-01384,simple,6,1,False,,0.0,False
CLM-01385,medium,17,4,False,,2556.36,False
CLM-01386,complex,44,11,False,,,False
CLM-01387,medium,11,5,False,,1043.4,False
CLM-01388,medium,15,7,False,,1015.43,False
CLM-01389,complex,28,7,False,,2507.08,True
CLM-01390,medium,19,3,False,,168.93,False
CLM-01391,medium,13,3,False,,,False
CLM-01392,simple,4,2,False,,0.0,False
CLM-01393,medium,5,4,False,,,False
CLM-01394,medium,22,8,False,,868.34,False
CLM-01395,simple,5,3,False,,1109.13,False
CLM-01396,medium,14,6,False,,782.11,False
CLM-01397,medium,13,4,False,,,False
CLM-01398,complex,21,10,False,,555.23,False
CLM-01399,medium,10,3,False,,0.0,False
CLM-01400,simple,6,1,False,,339.52,True
CLM-01401,complex,28,4,True,phantom,7173.35,False
CLM-01402,complex,17,8,False,,1367.87,False
CLM-01403,medium,18,5,False,,,False
CLM-01404,medium,16,6,False,,,False
CLM-01405,simple,8,3,False,,286.83,False
CLM-01406,medium,16,2,False,,1955.28,False
CLM-01407,complex,32,5,False,,189.84,False
CLM-01408,simple,3,1,False,,0.0,False
CLM-01409,complex,31,14,False,,3713.99,False
CLM-01410,complex,38,11,False,,0.0,False
CLM-01411,medium,10,6,False,,11686.07,False
CLM-01412,simple,3,3,False,,2091.34,False
CLM-01413,medium,10,3,False,,5416.65,False
CLM-01414,complex,19,12,True,staged,2266.7,False
CLM-01415,medium,14,4,False,,0.0,False
CLM-01416,simple,2,1,False,,,False
CLM-01417,simple,4,1,False,,,False
CLM-01418,medium,24,4,False,,,False
CLM-01419,medium,20,4,False,,,False
CLM-01420,medium,9,6,False,,,False
CLM-01421,medium,18,8,False,,,False
CLM-01422,complex,36,15,False,,928.88,False
CLM-01423,simple,6,1,False,,,False
CLM-01424,simple,5,2,False,,4221.23,False
CLM-01425,medium,15,3,False,,2470.27,False
CLM-01426,simple,3,1,False,,680.86,False
CLM-01427,simple,4,2,False,,2152.98,False
CLM-01428,medium,12,5,False,,,False
CLM-01429,complex,51,8,False,,,False
CLM-01430,simple,5,2,False,,2039.16,False
CLM-01431,complex,31,7,True,inflated,2390.93,False
CLM-01432,simple,7,1,True,phantom,,False
CLM-01433,medium,17,4,False,,0.0,False
CLM-01434,complex,28,9,False,,6594.31,False
CLM-01435,simple,6,3,False,,216.17,False
CLM-01436,complex,37,10,True,staged,1683.66,False
CLM-01437,simple,3,3,True,phantom,84.39,False
CLM-01438,simple,3,1,False,,,False
CLM-01439,simple,4,1,True,repeated,1323.67,False
CLM-01440,simple,5,1,False,,,False
CLM-01441,medium,15,8,False,,,False
CLM-01442,medium,12,5,False,,0.0,False
CLM-01443,medium,8,3,False,,,False
CLM-01444,simple,1,1,False,,602.0,False
CLM-01445,medium,8,3,False,,,False
CLM-01446,medium,19,2,False,,,False
CLM-01447,simple,5,3,False,,,False
CLM-01448,simple,5,1,False,,262.28,False
CLM-01449,medium,18,7,False,,7224.9,False
CLM-01450,simple,5,1,False,,,False
CLM-01451,medium,19,8,False,,1458.06,False
CLM-01452,complex,27,8,False,,1645.49,False
CLM-01453,medium,3,2,False,,539.91,False
CLM-01454,simple,3,1,False,,231.46,False
CLM-01455,simple,3,1,False,,400.65,False
CLM-01456,medium,15,3,True,staged,,False
CLM-01457,simple,7,3,False,,,False
CLM-01458,simple,7,1,False,,143.91,True
CLM-01459,complex,23,11,False,,,False
CLM-01460,simple,5,1,False,,4063.26,True
CLM-01461,simple,7,3,False,,377.69,False
CLM-01462,medium,18,4,False,,699.41,True
CLM-01463,simple,6,1,False,,230.38,False
CLM-01464,complex,35,13,False,,7993.32,True
CLM-01465,simple,1,1,False,,,False
CLM-01466,simple,9,2,False,,1353.58,False
CLM-01467,complex,45,8,False,,0.0,False
CLM-01468,medium,17,3,True,staged,2451.61,False
CLM-01469,simple,3,3,False,,803.72,False
CLM-01470,medium,12,5,False,,247.13,False
CLM-01471,simple,4,2,False,,232.58,False
CLM-01472,medium,11,2,False,,0.0,False
CLM-01473,simple,4,1,False,,714.39,False
CLM-01474,simple,3,1,False,,1841.05,False
CLM-01475,simple,1,3,False,,,False
CLM-01476,simple,7,2,False,,580.54,False
CLM-01477,complex,49,4,True,staged,,False
CLM-01478,medium,16,5,False,,0.0,False
CLM-01479,simple,3,5,False,,0.0,False
CLM-01480,simple,6,2,False,,0.0,False
CLM-01481,simple,4,1,False,,125.24,False
CLM-01482,complex,41,14,False,,8404.41,False
CLM-01483,simple,6,1,False,,152.94,False
CLM-01484,complex,35,9,False,,914.18,False
CLM-01485,complex,37,8,False,,0.0,False
CLM-01486,simple,6,1,False,,1570.83,False
CLM-01487,complex,47,6,False,,408.13,False
CLM-01488,simple,4,1,False,,2451.39,False
CLM-01489,medium,16,3,False,,2091.65,False
CLM-01490,medium,14,6,False,,981.36,False
CLM-01491,medium,20,2,False,,518.58,False
CLM-01492,medium,18,8,False,,1440.91,False
CLM-01493,simple,3,1,False,,,False
CLM-01494,simple,4,2,False,,178.98,False
CLM-01495,simple,4,1,False,,0.0,False
CLM-01496,medium,3,5,False,,2676.58,False
CLM-01497,medium,9,2,False,,238.95,False
CLM-01498,simple,9,3,False,,,False
CLM-01499,simple,2,2,False,,1501.99,False
CLM-01500,simple,5,2,False,,1956.86,True
CLM-01501,medium,15,5,False,,3701.11,False
CLM-01502,simple,3,1,False,,,False
CLM-01503,medium,12,9,False,,1948.69,False
CLM-01504,complex,30,7,False,,913.84,False
CLM-01505,medium,17,7,False,,5979.51,False
CLM-01506,simple,5,1,False,,294.0,False
CLM-01507,medium,16,5,False,,3255.61,False
CLM-01508,medium,9,2,False,,3143.29,False
CLM-01509,medium,18,5,False,,13712.41,False
CLM-01510,complex,51,14,False,,,False
CLM-01511,medium,14,7,False,,,False
CLM-01512,complex,30,6,True,inflated,2215.49,False
CLM-01513,medium,23,5,False,,983.38,False
CLM-01514,complex,45,13,False,,6647.74,True
CLM-01515,simple,4,3,False,,1836.72,False
CLM-01516,medium,21,6,False,,2978.1,False
CLM-01517,simple,7,1,True,repeated,1614.66,False
CLM-01518,medium,9,2,True,phantom,0.0,False
CLM-01519,medium,19,5,False,,,False
CLM-01520,medium,18,6,False,,1246.27,False
CLM-01521,medium,22,6,True,repeated,444.32,False
CLM-01522,complex,37,9,True,staged,,False
CLM-01523,simple,6,3,False,,5962.99,False
CLM-01524,complex,12,15,False,,0.0,False
CLM-01525,medium,12,8,False,,,False
CLM-01526,medium,18,5,False,,2823.42,False
CLM-01527,complex,31,11,False,,175.23,False
CLM-01528,simple,5,1,False,,,False
CLM-01529,complex,56,9,True,staged,,False
CLM-01530,simple,3,2,False,,0.0,False
CLM-01531,medium,21,3,False,,654.86,True
CLM-01532,simple,3,1,False,,,False
CLM-01533,simple,7,1,False,,1880.04,False
CLM-01534,complex,36,8,False,,1180.9,False
CLM-01535,complex,27,12,True,inflated,6251.28,False
CLM-01536,simple,3,1,False,,,False
CLM-01537,simple,4,2,False,,98.05,False
CLM-01538,complex,44,11,True,repeated,1068.81,False
CLM-01539,medium,12,5,False,,0.0,False
CLM-01540,simple,7,1,False,,409.05,False
CLM-01541,medium,19,6,False,,,False
CLM-01542,complex,41,11,True,repeated,1953.77,False
CLM-01543,complex,33,7,True,inflated,15633.53,False
CLM-01544,medium,17,4,False,,11598.9,False
CLM-01545,medium,20,9,True,repeated,0.0,False
CLM-01546,simple,3,2,True,repeated,82.79,False
CLM-01547,medium,7,3,False,,2249.58,False
CLM-01548,simple,6,1,False,,55.3,False
CLM-01549,complex,30,6,False,,3897.16,False
CLM-01550,complex,54,5,False,,3797.09,False
CLM-01551,simple,4,2,False,,1480.83,False
CLM-01552,complex,30,8,False,,2054.25,False
CLM-01553,simple,3,2,False,,117.27,False
CLM-01554,complex,38,5,True,repeated,827.94,False
CLM-01555,simple,6,1,False,,191.25,True
CLM-01556,complex,45,14,False,,0.0,False
CLM-01557,medium,15,8,False,,1108.04,False
CLM-01558,medium,16,2,False,,1501.68,False
CLM-01559,medium,10,4,False,,2520.81,False
CLM-01560,simple,4,3,False,,4608.3,False
CLM-01561,medium,12,2,False,,830.55,False
CLM-01562,medium,14,4,False,,279.89,False
CLM-01563,simple,6,1,False,,10455.35,False
CLM-01564,simple,1,2,False,,13292.13,False
CLM-01565,medium,12,6,False,,,False
CLM-01566,simple,6,1,False,,882.46,False
CLM-01567,medium,20,2,False,,,False
CLM-01568,simple,1,1,False,,507.99,False
CLM-01569,medium,18,4,False,,0.0,False
CLM-01570,simple,2,2,False,,579.65,False
CLM-01571,simple,6,1,False,,186.84,False
CLM-01572,medium,6,5,False,,,False
CLM-01573,simple,4,2,False,,65.32,False
CLM-01574,complex,16,12,False,,4709.92,False
CLM-01575,medium,8,6,False,,,False
CLM-01576,complex,33,10,True,staged,0.0,False
CLM-01577,medium,15,5,False,,3874.45,True
CLM-01578,complex,29,10,False,,9619.26,False
CLM-01579,simple,4,2,False,,,False
CLM-01580,medium,14,9,False,,1021.6,False
CLM-01581,simple,7,1,False,,,False
CLM-01582,medium,12,4,True,repeated,0.0,False
CLM-01583,complex,29,7,False,,1335.18,False
CLM-01584,complex,29,15,False,,,False
CLM-01585,simple,6,2,False,,332.65,False
CLM-01586,medium,16,5,False,,,False
CLM-01587,simple,6,1,False,,,False
CLM-01588,simple,1,1,False,,,False
CLM-01589,simple,6,1,False,,25.74,False
CLM-01590,simple,5,1,False,,,False
CLM-01591,simple,7,2,False,,,False
CLM-01592,simple,9,1,False,,0.0,False
CLM-01593,complex,28,8,False,,,False
CLM-01594,complex,42,12,False,,16037.98,False
CLM-01595,medium,12,4,False,,8236.38,False
CLM-01596,medium,16,6,False,,1187.09,False
CLM-01597,medium,8,2,False,,1099.98,False
CLM-01598,simple,6,3,False,,4374.71,False
CLM-01599,medium,17,4,False,,,False
CLM-01600,medium,14,9,False,,2922.62,False
CLM-01601,medium,15,7,False,,,False
CLM-01602,complex,50,17,False,,,False
CLM-01603,complex,32,12,False,,,False
CLM-01604,simple,7,2,False,,7772.08,True
CLM-01605,simple,4,1,True,repeated,,False
CLM-01606,complex,30,7,False,,,False
CLM-01607,complex,25,14,True,staged,,False
CLM-01608,simple,2,2,False,,318.9,True
CLM-01609,medium,9,6,False,,656.2,False
CLM-01610,medium,6,6,False,,6265.22,False
CLM-01611,medium,19,3,False,,5979.06,False
CLM-01612,medium,13,5,False,,1112.59,False
CLM-01613,simple,2,1,False,,4005.23,False
CLM-01614,simple,5,2,False,,0.0,False
CLM-01615,medium,13,4,False,,,False
CLM-01616,simple,6,2,False,,7132.61,False
CLM-01617,complex,31,7,False,,1913.27,False
CLM-01618,complex,21,8,True,inflated,,False
CLM-01619,complex,51,10,False,,7024.51,False
CLM-01620,medium,10,4,False,,,False
CLM-01621,simple,4,1,False,,3200.49,False
CLM-01622,simple,2,3,False,,,False
CLM-01623,simple,8,1,False,,,False
CLM-01624,medium,11,3,False,,,False
CLM-01625,medium,20,4,False,,,False
CLM-01626,medium,3,2,False,,4501.99,False
CLM-01627,medium,16,6,False,,2236.48,False
CLM-01628,complex,45,15,False,,,False
CLM-01629,simple,6,1,False,,1514.75,False
CLM-01630,complex,28,6,True,staged,,False
CLM-01631,medium,7,6,False,,8653.63,False
CLM-01632,complex,37,6,False,,1630.54,True
CLM-01633,medium,15,9,False,,5017.0,True
CLM-01634,complex,45,9,True,inflated,541.14,False
CLM-01635,complex,30,12,False,,1466.2,False
CLM-01636,medium,19,2,False,,2762.43,True
CLM-01637,simple,5,1,False,,1840.99,False
CLM-01638,simple,5,5,False,,81.18,False
CLM-01639,simple,3,1,True,phantom,724.56,False
CLM-01640,medium,8,5,True,phantom,302.76,False
CLM-01641,simple,1,2,False,,,False
CLM-01642,medium,4,6,False,,,False
CLM-01643,simple,1,3,False,,2219.1,True
CLM-01644,medium,21,5,False,,1660.4,False
CLM-01645,simple,6,1,False,,4627.46,False
CLM-01646,medium,20,8,False,,763.65,False
CLM-01647,complex,37,16,False,,2192.64,False
CLM-01648,medium,10,7,False,,3764.86,False
CLM-01649,medium,18,3,False,,1977.1,False
CLM-01650,simple,5,2,False,,2180.65,False
CLM-01651,medium,14,6,False,,856.09,False
CLM-01652,medium,6,6,False,,,False
CLM-01653,simple,1,1,False,,,False
CLM-01654,simple,8,2,False,,,False
CLM-01655,medium,13,3,False,,725.39,True
CLM-01656,medium,12,4,False,,4382.22,False
CLM-01657,complex,35,7,False,,2422.02,False
CLM-01658,simple,8,1,False,,2607.73,False
CLM-01659,complex,44,9,False,,5048.03,False
CLM-01660,medium,11,6,False,,5639.01,False
CLM-01661,medium,15,3,False,,,False
CLM-01662,simple,4,1,False,,560.91,False
CLM-01663,simple,3,3,False,,1113.43,False
CLM-01664,simple,6,1,False,,4847.7,False
CLM-01665,simple,6,1,False,,191.99,False
CLM-01666,medium,20,3,False,,938.08,False
CLM-01667,complex,59,5,True,phantom,922.92,False
CLM-01668,medium,8,7,False,,8260.21,True
CLM-01669,medium,12,3,False,,,False
CLM-01670,simple,3,3,False,,0.0,False
CLM-01671,simple,1,1,False,,,False
CLM-01672,simple,1,1,False,,1086.09,False
CLM-01673,simple,6,2,False,,102.28,False
CLM-01674,medium,14,5,False,,0.0,False
CLM-01675,simple,4,1,False,,,False
CLM-01676,complex,32,9,True,staged,250.11,False
CLM-01677,medium,10,5,False,,5391.82,False
CLM-01678,simple,6,1,False,,776.97,False
CLM-01679,simple,2,1,False,,4095.82,False
CLM-01680,medium,17,6,False,,2859.2,False
CLM-01681,simple,3,1,False,,,False
CLM-01682,simple,2,2,False,,115.01,False
CLM-01683,simple,4,2,False,,,False
CLM-01684,simple,4,1,False,,103.98,False
CLM-01685,simple,3,1,False,,2755.94,False
CLM-01686,complex,10,13,False,,1070.39,False
CLM-01687,simple,7,2,False,,0.0,False
CLM-01688,simple,6,2,False,,819.22,False
CLM-01689,complex,39,8,True,repeated,,False
CLM-01690,medium,27,3,False,,2153.2,True
CLM-01691,simple,6,3,False,,0.0,False
CLM-01692,complex,42,8,True,repeated,1999.61,False
CLM-01693,medium,20,5,False,,,False
CLM-01694,medium,17,5,False,,321.77,False
CLM-01695,simple,3,3,False,,,False
CLM-01696,simple,4,1,False,,268.71,False
CLM-01697,simple,3,1,False,,0.0,False
CLM-01698,complex,21,14,False,,1750.55,False
CLM-01699,medium,13,4,False,,831.72,True
CLM-01700,simple,4,1,True,repeated,,False
CLM-01701,medium,10,2,False,,466.84,False
CLM-01702,medium,32,3,False,,149.78,False
CLM-01703,medium,7,3,False,,,False
CLM-01704,simple,3,1,True,inflated,1288.26,False
CLM-01705,simple,8,1,False,,459.11,False
CLM-01706,complex,30,11,False,,5172.88,False
CLM-01707,simple,5,1,True,repeated,,False
CLM-01708,simple,5,1,False,,247.31,False
CLM-01709,simple,5,1,False,,1157.15,False
CLM-01710,simple,3,4,False,,,False
CLM-01711,complex,35,11,False,,2582.53,False
CLM-01712,simple,6,2,False,,653.85,False
CLM-01713,simple,1,2,False,,190.62,True
CLM-01714,medium,15,6,True,repeated,0.0,False
CLM-01715,complex,35,10,True,repeated,2033.74,False
CLM-01716,medium,22,3,False,,4016.71,False
CLM-01717,complex,42,8,False,,1749.85,False
CLM-01718,complex,27,19,True,repeated,2008.13,False
CLM-01719,medium,11,3,False,,3581.24,False
CLM-01720,medium,11,5,False,,1415.55,False
CLM-01721,simple,6,1,False,,7609.87,False
CLM-01722,simple,4,2,False,,,False
CLM-01723,medium,15,9,False,,6070.92,True
CLM-01724,simple,3,2,False,,313.26,False
CLM-01725,medium,16,4,False,,1632.25,False
CLM-01726,simple,3,1,False,,561.21,False
CLM-01727,simple,1,1,False,,0.0,False
CLM-01728,simple,5,1,False,,2899.31,True
